Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D
MNSKY,MoneySupermarket.com Group PLC/ADR,"MONY Group plc, together with its subsidiaries, engages in the provision of price comparison and lead generation services through its websites and applications in the United Kingdom.",USD,11.0,11.0,2025-12-30,9.14,2025-01-07,12.2,13.12,2022-08-04,9.14,2025-01-07,30.3,23,0.0346,2025-12-23,350.0,2025-12-23,350.0,9.62,2025-04-14,2025-12-23,True
RH,RH,"RH, together with its subsidiaries, operates as a retailer and lifestyle brand in the home furnishings market in the United States, Canada, the United Kingdom, Germany, Belgium, and Spain.",USD,181.93,181.93,2025-12-30,139.54,2025-11-20,-9.4,738.52,2021-08-12,139.54,2025-11-20,81.1,1083190,0.0331,2025-12-23,33.0,2025-12-23,33.0,139.54,2025-11-20,2025-12-23,True
COO,"COOPER COMPANIES, INC.","The Cooper Companies, Inc. , together with its subsidiaries, develops, manufactures, and markets contact lens wearers.",USD,82.47,82.47,2025-12-30,64.32,2025-09-17,21.2,113.94,2021-09-03,62.16,2022-10-14,45.4,3266316,0.0185,2022-11-11,28.0,2025-12-22,96.0,64.32,2025-09-17,2025-12-22,True
EXEL,"EXELIXIS, INC.","Exelixis, Inc. , an oncology company, focuses on the discovery, development, and commercialization of new medicines for difficult-to-treat cancers in the United States.",USD,44.04,44.04,2025-12-30,32.38,2025-01-24,6.9,46.61,2025-12-23,44.04,2025-12-30,5.5,2559000,0.0267,,,2025-05-14,110.0,34.54,2025-10-20,2025-12-22,True
UNF,UNIFIRST CORP,"UniFirst Corporation provides workplace uniforms and protective work wear clothing in the United States, Europe, and Canada.",USD,195.07,195.07,2025-12-30,149.71,2025-11-06,17.5,249.07,2021-03-10,148.42,2023-07-06,40.4,257353,0.026,2024-09-30,452.0,2025-12-22,46.0,149.71,2025-11-06,2025-12-22,True
NVS,NOVARTIS AG,"Novartis AG researches, develops, manufactures, distributes, markets, and sells pharmaceutical medicines in Switzerland and internationally.",USD,138.72,138.72,2025-12-30,93.66,2025-01-02,5.3,139.2,2025-12-29,,,,1641510,0.0121,,,2025-07-01,180.0,104.99,2025-05-14,2025-12-22,True
NGL-PB,NGL Energy Partners LP,"NGL Energy Partners LP engages in the transportation, storage, blending, and marketing of crude oil, natural gas liquids, refined products/renewables, and water solutions in the United States.",USD,23.99,23.99,2025-12-30,18.17,2025-05-16,6.8,23.99,2025-12-30,,,,90288,0.0121,,,2025-12-22,220.0,18.17,2025-05-16,2025-12-22,True
CHY,CALAMOS CONVERTIBLE & HIGH INCOME FUND,Calamos Convertible and High Income Fund is a closed ended fixed income mutual fund launched by Calamos Investments LLC.,USD,11.51,11.51,2025-12-30,8.45,2025-04-07,5.4,11.76,2025-12-23,11.51,2025-12-30,2.1,161803,0.0093,,,2025-09-19,165.0,9.0,2025-04-21,2025-12-22,True
VAC,MARRIOTT VACATIONS WORLDWIDE Corp,"Marriott Vacations Worldwide Corporation, a vacation company, engages in the vacation ownership, exchange, rental, and resort and property management businesses in the United States and internationally.",USD,58.41,58.41,2025-12-30,44.87,2025-11-14,-10.5,164.49,2021-03-12,44.87,2025-11-14,72.7,799900,0.0469,2025-12-22,38.0,2025-12-22,38.0,44.87,2025-11-14,2025-12-22,True
GDV,GABELLI DIVIDEND & INCOME TRUST,"The Gabelli Dividend & Income Trust is a closed ended equity mutual fund launched by GAMCO Investors, Inc.",USD,27.84,27.84,2025-12-30,20.11,2025-04-07,3.7,27.86,2025-12-29,,,,108460,0.0074,,,2025-08-22,137.0,21.13,2025-04-21,2025-12-19,True
CAE,CAE INC,"CAE Inc. , together with its subsidiaries, provides training, simulation, and critical operation solutions in Canada, the United States, the United Kingdom, Europe, Asia, the Oceania, Africa, and rest of the Americas.",USD,30.71,30.71,2025-12-30,21.06,2025-04-08,6.1,34.05,2021-11-09,15.33,2022-09-30,55.0,596443,0.0157,2022-11-10,41.0,2025-06-27,80.0,23.11,2025-04-14,2025-12-19,True
CYBN,CYBIN INC.,"Cybin Inc. , a clinical-stage neuropsychiatry company, focuses on developing psychedelic-based therapeutics for patients with mental health conditions.",USD,8.57,8.57,2025-12-30,5.0,2025-04-08,43.3,120.84,2021-08-02,5.0,2025-04-08,95.9,786426,0.0414,2025-04-11,3.0,2025-04-11,3.0,5.51,2025-12-02,2025-12-19,True
CANG,Cango Inc.,"Cango Inc. operates an automotive transaction service platform that connects dealers, original equipment manufacturers, car buyers, and other industry participants in the People's Republic of China, British Virgin Islands, and internationally.",USD,1.27,1.27,2025-12-30,1.15,2025-12-10,-43.6,4.0,2024-12-18,1.15,2025-12-10,71.3,925253,0.0503,2025-12-19,9.0,2025-12-19,9.0,1.15,2025-12-10,2025-12-19,True
FCNCA,FIRST CITIZENS BANCSHARES INC /DE/,"First Citizens BancShares, Inc.",USD,2160.26,2160.26,2025-12-30,1556.79,2025-04-08,22.9,2341.47,2024-11-22,1556.79,2025-04-08,33.5,89250,0.0167,2025-07-01,84.0,2025-07-01,84.0,1636.86,2025-10-16,2025-12-19,True
TM,TOYOTA MOTOR CORP/,"Toyota Motor Corporation designs, manufactures, assembles, and sells passenger vehicles, minivans and commercial vehicles, and related parts and accessories in Japan, North America, Europe, Asia, Central and South America, Oceania, Africa, and the...",USD,214.85,214.85,2025-12-30,158.63,2025-04-04,12.0,243.76,2024-03-27,158.63,2025-04-04,34.9,294710,0.0149,2025-10-27,206.0,2025-10-27,206.0,167.86,2025-07-07,2025-12-19,True
HEPS,D-MARKET Electronic Services & Trading,D-Market Elektronik Hizmetler ve Ticaret A.,USD,2.49,2.49,2025-12-30,2.18,2025-11-18,-8.5,14.26,2021-07-09,0.61,2022-06-30,95.7,399393,0.0575,2022-07-20,20.0,2025-12-19,31.0,2.18,2025-11-18,2025-12-19,True
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,"Cognizant Technology Solutions Corporation, a professional services company, provides consulting and technology, and outsourcing services in North America, Europe, and internationally.",USD,84.14,84.14,2025-12-30,65.18,2025-10-16,27.0,89.26,2025-02-14,65.18,2025-10-16,27.0,4730860,0.0148,2025-12-19,64.0,2025-12-19,64.0,65.18,2025-10-16,2025-12-19,True
CAVA,"CAVA GROUP, INC.","CAVA Group, Inc. owns and operates a chain of restaurants under the CAVA brand in the United States.",USD,58.34,58.34,2025-12-30,43.59,2025-11-20,-5.4,150.88,2024-12-06,43.59,2025-11-20,71.1,3894090,0.0333,2025-12-19,29.0,2025-12-19,29.0,43.59,2025-11-20,2025-12-19,True
UXIN,Uxin Ltd,"Uxin Limited, an investment holding company, operates as a used car retailer in the People's Republic of China.",USD,3.47,3.47,2025-12-30,2.5,2025-10-31,3.3,518.0,2021-06-14,1.41,2024-08-30,99.7,224950,0.0537,2024-09-23,24.0,2025-12-19,49.0,2.5,2025-10-31,2025-12-19,True
MLKN,"MILLERKNOLL, INC.","MillerKnoll, Inc. researches, designs, manufactures, sells, and distributes interior furnishings worldwide.",USD,18.47,18.47,2025-12-30,13.72,2025-11-18,7.0,43.94,2021-06-07,12.28,2023-05-31,72.1,828640,0.0239,2023-07-13,43.0,2025-12-18,30.0,13.72,2025-11-18,2025-12-18,True
CAC,CAMDEN NATIONAL CORP,"Camden National Corporation operates as the bank holding company for Camden National Bank that provides various commercial and consumer banking products and services for consumer, institutional, municipal, non-profit, and commercial customers in t...",USD,43.8,43.8,2025-12-30,35.2,2025-04-07,16.0,47.54,2024-11-06,35.2,2025-04-07,26.0,76446,0.0178,2025-12-16,253.0,2025-12-16,253.0,35.45,2025-10-16,2025-12-18,True
FSUN,FIRSTSUN CAPITAL BANCORP,"FirstSun Capital Bancorp operates as the bank holding company for Sunflower Bank, National Association that provides commercial and consumer banking and financial services to small and medium-sized companies in Texas, Kansas, Colorado, New Mexico,...",USD,37.54,37.54,2025-12-30,30.16,2025-11-17,-3.4,43.97,2025-02-12,30.16,2025-11-17,31.4,136900,0.0318,2025-12-18,31.0,2025-12-18,31.0,30.16,2025-11-17,2025-12-18,True
UEPEM,UNION ELECTRIC CO,"Union Electric Company, doing business as Ameren Missouri, engages in the rate-regulated electric generation, transmission, and distribution business in Missouri.",USD,66.0,66.0,2025-12-30,59.21,2025-06-23,0.7,88.53,2025-12-18,65.75,2025-12-22,25.7,243,0.0542,,,2025-12-18,178.0,59.21,2025-06-23,2025-12-18,True
COFS,CHOICEONE FINANCIAL SERVICES INC,"ChoiceOne Financial Services, Inc.",USD,29.48,29.48,2025-12-30,24.49,2025-04-11,4.6,36.04,2024-12-05,24.49,2025-04-11,32.1,154966,0.0232,2025-12-15,248.0,2025-12-15,248.0,24.66,2025-04-14,2025-12-18,True
KVYO,"Klaviyo, Inc.","Klaviyo, Inc. , a technology company, provides a software-as-a-service platform in the United States, other Americas, the Asia-Pacific, Europe, the Middle East, and Africa.",USD,32.65,32.65,2025-12-30,23.72,2025-10-17,25.5,49.19,2025-02-10,23.72,2025-10-17,51.8,2085206,0.0254,2025-12-18,62.0,2025-12-18,62.0,23.72,2025-10-17,2025-12-18,True
DJT,Trump Media & Technology Group Corp.,Trump Media & Technology Group Corp.,USD,12.57,12.57,2025-12-30,10.29,2025-11-19,-24.4,97.54,2022-03-04,10.29,2025-11-19,89.5,11955063,0.0565,2025-12-18,29.0,2025-12-18,29.0,10.29,2025-11-19,2025-12-18,True
FIHL,Fidelis Insurance Holdings Ltd,"Fidelis Insurance Holdings Limited provides insurance and reinsurance solutions in Bermuda, the Republic of Ireland, and the United Kingdom.",USD,19.63,19.63,2025-12-30,14.22,2025-02-25,10.4,20.29,2024-11-27,14.22,2025-02-25,29.9,566963,0.0134,2025-10-06,223.0,2025-10-06,223.0,14.87,2025-08-01,2025-12-17,True
MSGS,Madison Square Garden Sports Corp.,Madison Square Garden Sports Corp.,USD,259.74,259.74,2025-12-30,175.61,2025-04-08,13.0,260.09,2025-12-26,,,,169940,0.0163,,,2025-09-29,174.0,185.4,2025-04-21,2025-12-17,True
AMAL,Amalgamated Financial Corp.,"Amalgamated Financial Corp. operates as the bank holding company for Amalgamated Bank that provides commercial and retail banking, investment management, and trust and custody services in the United States.",USD,32.57,32.57,2025-12-30,25.13,2025-10-16,21.9,37.42,2024-11-06,25.13,2025-10-16,32.8,180110,0.0193,2025-12-17,62.0,2025-12-17,62.0,25.13,2025-10-16,2025-12-17,True
FNGD,BANK OF MONTREAL /CAN/,The notes are intended to be daily trading tools for sophisticated investors to manage daily trading risks as part of an overall diversified portfolio.,USD,5.13,5.13,2025-12-30,4.19,2025-10-29,0.4,1094.0,2020-12-24,4.19,2025-10-29,99.6,22773016,0.0382,2025-12-17,49.0,2025-12-17,49.0,4.19,2025-10-29,2025-12-17,True
KFRC,KFORCE INC,Kforce Inc. provides professional staffing services and solutions in the United States.,USD,31.39,31.39,2025-12-30,24.22,2025-11-03,5.4,72.1,2021-11-23,24.22,2025-11-03,66.4,238940,0.038,2025-12-17,44.0,2025-12-17,44.0,24.22,2025-11-03,2025-12-17,True
GERN,GERON CORP,"Geron Corporation, a commercial-stage biopharmaceutical company, focuses on the development of therapeutics products for oncology.",USD,1.34,1.34,2025-12-30,1.07,2025-11-07,-5.0,5.09,2024-06-11,1.07,2025-11-07,79.0,6934316,0.035,2025-12-17,40.0,2025-12-17,40.0,1.07,2025-11-07,2025-12-17,True
FLG,"FLAGSTAR BANK, NATIONAL ASSOCIATION","Flagstar Bank, National Association provides banking products and services in the United States.",USD,12.64,12.64,2025-12-30,8.85,2025-01-10,8.0,39.64,2023-07-31,7.88,2024-04-30,80.1,4960530,0.0212,2024-05-03,3.0,2025-01-31,21.0,10.14,2025-04-14,2025-12-17,True
AIZ,"ASSURANT, INC.","Assurant, Inc. provides protection services to connected devices, homes, and automobiles in North America, Latin America, Europe, and the Asia Pacific.",USD,242.13,242.13,2025-12-30,177.67,2025-04-08,11.8,242.13,2025-12-30,,,,306676,0.0117,,,2025-12-15,251.0,181.76,2025-04-21,2025-12-17,True
LULU,lululemon athletica inc.,"lululemon athletica inc. , together with its subsidiaries, designs, distributes, and retails technical athletic apparel, footwear, and accessories for women and men under the lululemon brand in the United States, Canada, Mexico, China Mainland, Ho...",USD,210.67,210.67,2025-12-30,159.87,2025-09-12,18.6,511.29,2023-12-29,159.87,2025-09-12,68.7,5039023,0.0236,2025-12-17,96.0,2025-12-17,96.0,159.87,2025-09-12,2025-12-17,True
FULT,FULTON FINANCIAL CORP,Fulton Financial Corporation operates as the bank holding company for Fulton Bank that provides banking and financial products and services in the United States.,USD,19.7,19.7,2025-12-30,14.83,2025-04-04,8.1,21.15,2024-11-25,14.83,2025-04-04,29.9,1798310,0.0187,2025-07-14,101.0,2025-07-14,101.0,15.36,2025-04-14,2025-12-17,True
NGL-PC,NGL Energy Partners LP,"NGL Energy Partners LP engages in the transportation, storage, blending, and marketing of crude oil, natural gas liquids, refined products/renewables, and water solutions in the United States.",USD,24.44,24.44,2025-12-30,18.2,2025-04-10,4.4,24.46,2025-12-29,,,,2880,0.0092,,,2025-12-15,249.0,18.43,2025-05-15,2025-12-16,True
BROS,Dutch Bros Inc.,"Dutch Bros Inc. , together with its subsidiaries, operates and franchises drive-thru shops in the United States.",USD,62.04,62.04,2025-12-30,47.66,2025-10-07,20.4,85.37,2025-02-18,47.66,2025-10-07,44.2,3116190,0.028,2025-12-16,70.0,2025-12-16,70.0,47.66,2025-10-07,2025-12-16,True
FFWM,First Foundation Inc.,"First Foundation Inc. , together with its subsidiaries, provides banking services, investment advisory, wealth management, and trust services to individuals, businesses, and other organizations in the United States.",USD,6.04,6.04,2025-12-30,4.58,2025-03-10,9.0,27.94,2021-11-10,3.76,2023-05-16,86.5,657076,0.0262,2023-06-07,22.0,2025-09-03,177.0,4.74,2025-04-14,2025-12-16,True
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC,"Innovative Industrial Properties, Inc.",USD,49.82,49.82,2025-12-30,44.25,2025-08-08,-9.8,205.04,2021-11-15,44.25,2025-08-08,78.4,450766,0.0277,2025-12-16,130.0,2025-12-16,130.0,44.25,2025-08-08,2025-12-16,True
DDL,Dingdong (Cayman) Ltd,Dingdong (Cayman) Limited operates an e-commerce company in China.,USD,2.49,2.49,2025-12-30,1.67,2025-11-07,20.9,38.3,2021-06-30,1.08,2024-04-18,97.2,1467456,0.0455,2024-05-01,13.0,2025-12-16,39.0,1.67,2025-11-07,2025-12-16,True
EMD,WESTERN ASSET EMERGING MARKETS DEBT FUND INC.,Western Asset Emerging Markets Debt Fund Inc.,USD,10.83,10.83,2025-12-30,8.02,2025-04-10,7.2,10.83,2025-12-30,,,,206950,0.007,,,2025-10-28,201.0,8.19,2025-04-14,2025-12-16,True
EEX,"Emerald Holding, Inc.","Emerald Holding, Inc. operates as a business-to-business (B2B) event organizer in the United States.",USD,4.31,4.31,2025-12-30,3.26,2025-04-08,-12.1,7.0,2021-03-16,2.39,2022-05-03,65.8,110850,0.0533,2022-05-23,20.0,2025-05-01,23.0,3.37,2025-12-01,2025-12-16,True
SLVM,Sylvamo Corp,"Sylvamo Corporation produces and markets uncoated freesheet for cutsize, offset paper, and pulp in Europe, Latin America, and North America.",USD,48.29,48.29,2025-12-30,39.24,2025-11-03,12.2,92.65,2024-11-08,39.24,2025-11-03,57.6,386890,0.0227,2025-12-15,42.0,2025-12-15,42.0,39.24,2025-11-03,2025-12-15,True
SMBC,"SOUTHERN MISSOURI BANCORP, INC.","Southern Missouri Bancorp, Inc.",USD,59.25,59.25,2025-12-30,46.68,2025-04-10,13.4,65.91,2024-11-11,46.68,2025-04-10,29.2,50766,0.0181,2025-12-10,244.0,2025-12-10,244.0,47.44,2025-04-14,2025-12-15,True
FOXF,FOX FACTORY HOLDING CORP,"Fox Factory Holding Corp. designs, engineers, manufactures, and markets performance-defining products and system worldwide.",USD,17.46,17.46,2025-12-30,13.19,2025-11-20,-29.2,187.93,2021-11-15,13.19,2025-11-20,93.0,989933,0.0472,2025-12-15,25.0,2025-12-15,25.0,13.19,2025-11-20,2025-12-15,True
DECK,DECKERS OUTDOOR CORP,"Deckers Outdoor Corporation, together with its subsidiaries, designs, markets, and distributes footwear, apparel, and accessories for casual lifestyle use and high-performance activities in the United States and internationally.",USD,105.03,105.03,2025-12-30,79.54,2025-11-04,3.8,223.11,2025-01-30,79.54,2025-11-04,64.3,3208500,0.0317,2025-12-15,41.0,2025-12-15,41.0,79.54,2025-11-04,2025-12-15,True
TOYOF,TOYOTA MOTOR CORP/,"Toyota Motor Corporation designs, manufactures, assembles, and sells passenger vehicles, minivans and commercial vehicles, and related parts and accessories in Japan, North America, Europe, Asia, Central and South America, Oceania, Africa, and the...",USD,21.29,21.29,2025-12-30,15.58,2025-04-08,9.9,82.02,2021-06-17,11.94,2022-09-30,85.4,100973,0.0185,2023-06-15,258.0,2025-10-23,198.0,16.4,2025-07-07,2025-12-15,True
CZR,"Caesars Entertainment, Inc.","Caesars Entertainment, Inc. operates as a gaming and hospitality company.",USD,23.52,23.52,2025-12-30,18.64,2025-10-30,-9.4,119.49,2021-10-01,18.64,2025-10-30,84.4,7043093,0.0346,2025-12-12,43.0,2025-12-12,43.0,18.64,2025-10-30,2025-12-12,True
LNTH,"Lantheus Holdings, Inc.","Lantheus Holdings, Inc. develops, manufactures, and commercializes diagnostic and therapeutic products that assist clinicians in diagnosis and treatment of heart, cancer, and other diseases worldwide.",USD,67.16,67.16,2025-12-30,50.11,2025-09-22,30.1,123.62,2024-07-11,50.11,2025-09-22,59.5,1090906,0.0233,2025-12-12,81.0,2025-12-12,81.0,50.11,2025-09-22,2025-12-12,True
STBA,S&T BANCORP INC,"S&T Bancorp, Inc. operates as the bank holding company for S&T Bank that provides retail and commercial banking products and services to consumer, commercial, and small business in Pennsylvania and Ohio.",USD,39.57,39.57,2025-12-30,32.01,2025-04-11,7.2,43.31,2024-07-26,32.01,2025-04-11,26.1,210450,0.016,2025-12-10,243.0,2025-12-10,243.0,32.42,2025-04-14,2025-12-12,True
PFBC,Preferred Bank,"Preferred Bank provides various banking products and services to small and mid-sized businesses, entrepreneurs, real estate developers, professionals, and high net worth individuals.",USD,98.09,98.09,2025-12-30,74.03,2025-04-04,9.8,102.45,2025-12-18,98.09,2025-12-30,4.3,79786,0.0153,,,2025-12-10,250.0,76.52,2025-04-14,2025-12-12,True
GSBC,"GREAT SOUTHERN BANCORP, INC.","Great Southern Bancorp, Inc. operates as a bank holding company for Great Southern Bank that provides a range of financial services in the United States.",USD,61.53,61.53,2025-12-30,49.51,2025-04-10,2.1,65.79,2025-12-18,61.53,2025-12-30,6.5,54546,0.0203,,,2025-12-11,245.0,49.53,2025-04-14,2025-12-11,True
HL-PB,HECLA MINING CO/DE/,"Hecla Mining Company, together with its subsidiaries, provides precious and base metals in the United States, Canada, Japan, Korea, and China.",USD,70.68,70.68,2025-12-30,47.45,2025-01-23,25.1,78.78,2025-12-19,70.68,2025-12-29,10.3,758,0.0235,,,2025-11-06,287.0,47.93,2025-05-02,2025-12-11,True
MIDD,MIDDLEBY Corp,"The Middleby Corporation designs, manufactures, markets, distributes, and services commercial restaurant, food processing, and residential kitchen equipment worldwide.",USD,150.92,150.92,2025-12-30,111.68,2025-11-19,12.7,199.65,2022-02-09,111.05,2023-11-01,44.4,817466,0.021,2023-12-14,43.0,2025-12-11,22.0,111.68,2025-11-19,2025-12-11,True
NX,Quanex Building Products CORP,"Quanex Building Products Corporation, together with its subsidiaries, manufactures and distributes components for original equipment manufacturers (OEM) in the building products industry in the United States, Europe, Canada, Asia, and internationa...",USD,15.53,15.53,2025-12-30,11.2,2025-11-20,8.1,37.76,2024-03-27,11.2,2025-11-20,70.4,1026306,0.0279,2025-12-11,21.0,2025-12-11,21.0,11.2,2025-11-20,2025-12-11,True
JBARF,Julius Baer Group Ltd.,"Julius Bär Gruppe AG provides wealth management solutions in Switzerland, Europe, the Americas, Asia, and internationally.",USD,80.71,80.71,2025-12-30,53.13,2025-04-07,13.7,81.74,2025-12-26,,,,543,0.0281,,,2025-05-12,35.0,58.58,2025-04-22,2025-12-11,True
RYI,Ryerson Holding Corp,"Ryerson Holding Corporation, together with its subsidiaries, processes and distributes industrial metals in the United States and internationally.",USD,25.51,25.51,2025-12-30,17.07,2025-01-08,9.3,40.8,2023-07-03,17.07,2025-01-08,58.2,368773,0.0259,2025-01-29,21.0,2025-01-29,21.0,18.88,2025-06-20,2025-12-11,True
KNF,Knife River Corp,"Knife River Corporation, together with its subsidiaries, provides aggregates-led construction materials and contracting services in the United States.",USD,71.67,71.67,2025-12-30,59.93,2025-10-30,-1.3,107.31,2025-01-21,59.93,2025-10-30,44.2,456960,0.0226,2025-12-11,42.0,2025-12-11,42.0,59.93,2025-10-30,2025-12-11,True
BY,"BYLINE BANCORP, INC.","Byline Bancorp, Inc. operates as the bank holding company for Byline Bank that provides various banking products and services for small and medium sized businesses, commercial real estate and financial sponsors, and consumers in the United States.",USD,29.31,29.31,2025-12-30,22.99,2025-04-11,7.1,31.58,2024-11-11,22.99,2025-04-11,27.2,203076,0.0172,2025-12-10,243.0,2025-12-10,243.0,23.32,2025-04-14,2025-12-11,True
MBWM,MERCANTILE BANK CORP,Mercantile Bank Corporation operates as the bank holding company for Mercantile Bank that provides commercial and retail banking services to small- to medium-sized businesses and individuals in the United States.,USD,48.0,48.0,2025-12-30,37.6,2025-04-11,7.9,50.14,2025-02-11,37.6,2025-04-11,25.0,88413,0.0163,2025-07-03,83.0,2025-07-03,83.0,37.85,2025-04-14,2025-12-11,True
MRNA,"Moderna, Inc.","Moderna, Inc. , a biotechnology company, provides messenger RNA medicines in the United States, Europe, and internationally.",USD,30.41,30.41,2025-12-30,22.36,2025-11-20,10.2,484.47,2021-08-09,22.36,2025-11-20,95.4,10017320,0.0405,2025-12-11,21.0,2025-12-11,21.0,22.36,2025-11-20,2025-12-11,True
