Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D
EDN,EDENOR,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima engages in the distribution and sale of electricity in Argentina.,USD,30.1,30.1,2025-12-30,15.01,2025-10-01,100.5,49.23,2024-12-13,15.01,2025-10-01,69.5,115113,0.062,2025-10-13,12.0,2025-10-13,12.0,15.01,2025-10-01,2025-10-13,True
PASTF,Plastic Omnium/ADR,"OPmobility SE designs and produces intelligent exterior systems, customized complex modules, lighting systems, energy storage systems, and electrification solutions for all mobility players in Europe, North America, China, rest of Asia, South Amer...",USD,18.9,18.9,2025-12-30,9.14,2024-12-27,98.9,32.93,2022-04-28,8.66,2024-09-10,73.7,106,0.0821,2025-12-04,450.0,2025-12-04,342.0,9.14,2025-04-14,2025-12-04,True
SNDK,Sandisk Corp,"Sandisk Corporation develops, manufactures, and sells data storage devices and solutions using NAND flash technology in the United States, Europe, the Middle East, Africa, Asia, and internationally.",USD,240.22,240.22,2025-12-30,29.62,2025-04-22,98.3,283.1,2025-11-12,194.38,2025-12-03,31.3,11542776,0.0738,,,2025-05-12,20.0,29.62,2025-04-22,2025-05-12,True
SGML,Sigma Lithium Corp,Sigma Lithium Corporation engages in the exploration and development of lithium deposits in Brazil.,USD,13.49,13.49,2025-12-30,4.28,2025-06-25,97.5,42.4,2023-05-17,4.28,2025-06-25,89.9,7802783,0.0866,2025-07-08,13.0,2025-07-08,13.0,4.28,2025-06-25,2025-07-08,True
IVEVF,Inventiva S.A.,Inventiva S. A.,USD,4.44,4.44,2025-12-30,2.28,2025-02-12,94.7,13.64,2021-12-03,2.28,2025-02-12,83.3,0,0.0894,2025-10-15,245.0,2025-10-15,245.0,2.28,2025-04-14,2025-10-15,True
SYRE,"Spyre Therapeutics, Inc.","Spyre Therapeutics, Inc. , a clinical stage biotechnology company, focuses on developing therapeutics for patients living with inflammatory bowel disease (IBD).",USD,31.88,31.88,2025-12-30,11.8,2025-04-08,93.7,214.25,2021-03-22,2.65,2023-06-21,98.8,793560,0.0457,2023-06-22,1.0,2025-05-20,42.0,12.42,2025-04-16,2025-06-03,True
APGE,"Apogee Therapeutics, Inc.","Apogee Therapeutics, Inc. , a clinical stage biotechnology company, develops novel biologics for the treatment of atopic dermatitis (AD), asthma, eosinophilic esophagitis (EoE), chronic obstructive pulmonary disease (COPD), and other inflammatory ...",USD,75.76,75.76,2025-12-30,28.79,2025-04-08,92.4,78.54,2025-12-19,75.76,2025-12-30,3.5,878916,0.0371,,,2025-04-28,20.0,32.04,2025-04-16,2025-06-10,True
ARWR,"ARROWHEAD PHARMACEUTICALS, INC.","Arrowhead Pharmaceuticals, Inc.",USD,67.25,67.25,2025-12-30,9.99,2025-04-08,92.1,90.47,2021-02-05,9.99,2025-04-08,89.0,2968036,0.0469,2025-04-23,15.0,2025-04-23,15.0,11.24,2025-04-17,2025-05-13,True
OWLT,"Owlet, Inc.","Owlet, Inc. provides digital parenting solutions in the United States, the United Kingdom, and internationally.",USD,16.03,16.03,2025-12-30,2.8,2025-04-04,91.5,150.78,2021-02-05,2.8,2025-04-04,98.1,326423,0.0523,2025-04-25,21.0,2025-04-25,21.0,3.23,2025-04-21,2025-05-09,True
LYEL,"Lyell Immunopharma, Inc.","Lyell Immunopharma, Inc. , a clinical-stage cell therapy company, develops chimeric antigen receptor (CAR) T-cell product candidates for patients with hematologic malignancies and solid tumors.",USD,31.59,31.59,2025-12-30,7.8,2025-05-14,90.9,359.0,2021-09-10,7.8,2025-05-14,97.8,90186,0.0586,2025-06-04,21.0,2025-06-04,21.0,7.8,2025-05-14,2025-06-04,True
DBVT,DBV Technologies S.A.,DBV Technologies S. A.,USD,19.21,19.21,2025-12-30,3.09,2024-12-31,90.8,22.76,2025-12-19,18.92,2025-12-23,16.9,595530,0.063,,,2025-01-10,10.0,7.35,2025-04-15,2025-05-08,True
TYRA,"Tyra Biosciences, Inc.","Tyra Biosciences, Inc. , a clinical-stage biotechnology company, develops precision medicines for fibroblast growth factor receptor (FGFR) biology in the United States.",USD,25.44,25.44,2025-12-30,7.06,2025-04-08,89.6,31.35,2021-11-04,5.26,2022-06-17,83.2,575776,0.0427,2022-06-23,6.0,2025-04-22,14.0,8.43,2025-04-14,2025-07-25,True
TMQ,Trilogy Metals Inc.,Trilogy Metals Inc. engages in the exploration and development of mineral properties in the United States.,USD,4.31,4.31,2025-12-30,1.08,2025-01-13,89.0,10.6,2025-10-14,3.52,2025-11-14,66.8,4478966,0.17,2025-12-04,20.0,2025-01-22,9.0,1.17,2025-05-16,2025-07-08,True
CBLL,"Ceribell, Inc.","CeriBell, Inc. operates as a medical technology company focuses on transforming the diagnosis and management of patients with serious neurological conditions in the United States.",USD,21.71,21.71,2025-12-30,10.92,2025-11-04,87.8,30.24,2024-12-06,10.92,2025-11-04,63.9,554170,0.0372,2025-11-21,17.0,2025-11-21,17.0,10.92,2025-11-04,2025-11-21,True
MLTX,MoonLake Immunotherapeutics,"MoonLake Immunotherapeutics, a clinical stage biotechnology company, focuses on developing therapies for inflammatory skin and joint diseases.",USD,13.21,13.21,2025-12-30,6.24,2025-09-29,87.1,63.86,2024-02-12,6.24,2025-09-29,90.2,1752576,0.0432,2025-10-03,4.0,2025-10-03,4.0,6.24,2025-09-29,2025-10-03,True
IMNM,Immunome Inc.,"Immunome, Inc. , a clinical-stage biotechnology company, develops targeted cancer therapies.",USD,21.18,21.18,2025-12-30,5.56,2025-04-08,86.8,43.24,2021-02-24,2.21,2022-12-30,94.9,2365563,0.0547,2023-01-03,4.0,2025-04-14,6.0,7.17,2025-04-16,2025-06-10,True
VSCO,Victoria's Secret & Co.,"Victoria's Secret & Co. operates as a specialty retailer of women's intimate, and other apparel and beauty products worldwide.",USD,54.77,54.77,2025-12-30,14.87,2025-04-03,86.6,74.77,2021-08-13,14.3,2023-10-05,80.9,2903886,0.0365,2023-10-20,15.0,2025-04-09,6.0,15.62,2025-04-16,2025-05-12,True
FOLD,"AMICUS THERAPEUTICS, INC.","Amicus Therapeutics, Inc. , a biotechnology company, focuses on discovering, developing, and delivering novel medicines for rare diseases in the United States and internationally.",USD,14.25,14.25,2025-12-30,5.64,2025-06-20,84.8,24.23,2020-12-24,5.64,2025-06-20,76.7,13230883,0.0377,2025-08-15,56.0,2025-08-15,56.0,5.64,2025-06-20,2025-08-15,True
AXGN,"Axogen, Inc.","Axogen, Inc. , together with its subsidiaries, develops and commercializes technologies for peripheral nerve regeneration and repair worldwide.",USD,32.73,32.73,2025-12-30,9.29,2025-06-18,83.2,33.45,2025-12-29,,,,908270,0.0401,,,2025-07-22,34.0,9.29,2025-06-18,2025-07-22,True
FTRE,Fortrea Holdings Inc.,"Fortrea Holdings Inc. , a contract research organization, provides biopharmaceutical product and medical device development solutions to pharmaceutical, biotechnology, and medical device customers worldwide.",USD,17.38,17.38,2025-12-30,4.06,2025-05-23,82.6,40.28,2024-04-09,4.06,2025-05-23,89.9,1326750,0.0521,2025-06-06,14.0,2025-06-06,14.0,4.06,2025-05-23,2025-06-06,True
EB,"Eventbrite, Inc.","Eventbrite, Inc. operates a two-sided marketplace that provides self-service ticketing and marketing tools for event creators in the United States and internationally.",USD,4.44,4.44,2025-12-30,1.84,2025-04-08,82.0,25.81,2021-03-15,1.84,2025-04-08,92.9,2053673,0.0796,2025-05-09,31.0,2025-05-09,31.0,2.1,2025-04-25,2025-08-18,True
NEXA,Nexa Resources S.A.,Nexa Resources S. A.,USD,9.08,9.08,2025-12-30,4.66,2025-06-20,81.6,11.21,2021-10-18,4.16,2023-07-25,62.9,513440,0.0324,2023-08-23,29.0,2025-11-12,145.0,4.66,2025-06-20,2025-11-12,True
TNDM,TANDEM DIABETES CARE INC,"Tandem Diabetes Care, Inc. designs, develops, and commercializes technology solutions for people living with diabetes in the United States and internationally.",USD,22.51,22.51,2025-12-30,10.11,2025-08-11,81.4,153.21,2021-12-28,10.11,2025-08-11,93.4,1950273,0.0445,2025-09-18,38.0,2025-09-18,38.0,10.11,2025-08-11,2025-09-18,True
EXAS,EXACT SCIENCES CORP,Exact Sciences Corporation provides cancer screening and diagnostic test products in the United States and internationally.,USD,101.9,101.9,2025-12-30,40.31,2025-04-08,80.6,155.01,2021-02-12,30.35,2022-10-14,80.4,8284120,0.0347,2022-11-08,25.0,2025-05-05,27.0,40.91,2025-08-11,2025-09-05,True
ESTA,ESTABLISHMENT LABS HOLDINGS INC.,Establishment Labs Holdings Inc.,USD,72.92,72.92,2025-12-30,27.31,2025-04-08,78.6,88.21,2021-07-01,21.68,2023-11-10,75.4,446356,0.0394,2024-01-09,60.0,2025-05-14,36.0,28.78,2025-04-22,2025-05-20,True
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,"Loma Negra Compañía Industrial Argentina Sociedad Anónima, together with its subsidiaries, manufactures and sells cement and its derivatives in Argentina.",USD,12.71,12.71,2025-12-30,7.13,2025-09-18,78.3,13.78,2025-05-23,7.13,2025-09-18,48.3,426516,0.0454,2025-10-27,39.0,2025-10-27,39.0,7.13,2025-09-18,2025-10-27,True
TSHA,"Taysha Gene Therapies, Inc.","Taysha Gene Therapies, Inc. , a clinical-stage biotechnology company, focuses on developing and commercializing adeno-associated virus-based gene therapies for the treatment of monogenic diseases of the central nervous system.",USD,5.66,5.66,2025-12-30,1.13,2025-04-08,78.0,31.75,2021-01-20,0.59,2023-06-28,98.1,3447073,0.0722,2023-08-14,47.0,2025-04-22,14.0,1.18,2025-04-16,2025-04-22,True
VERA,"Vera Therapeutics, Inc.","Vera Therapeutics, Inc. , a clinical stage biotechnology company, focuses on the development and commercialization of transformative treatments for patients with serious immunological diseases.",USD,51.17,51.17,2025-12-30,18.86,2025-04-08,77.7,55.67,2025-12-24,,,,1670883,0.0453,,,2025-05-02,24.0,18.87,2025-05-28,2025-06-02,True
KOD,Kodiak Sciences Inc.,"Kodiak Sciences Inc. , a clinical stage biopharmaceutical company, engages in the research, development, and commercialization of therapeutics to treat retinal diseases.",USD,27.95,27.95,2025-12-30,2.06,2025-04-08,77.3,164.47,2021-01-19,1.4,2023-10-25,99.1,943316,0.0691,2023-11-02,8.0,2025-04-17,9.0,2.18,2025-04-14,2025-04-17,True
PUMP,ProPetro Holding Corp.,ProPetro Holding Corp. operates as an integrated oilfield services company.,USD,9.53,9.53,2025-12-30,4.52,2025-09-09,75.5,16.23,2022-04-20,4.52,2025-09-09,72.2,2265190,0.0664,2025-10-21,42.0,2025-10-21,42.0,4.52,2025-09-09,2025-10-21,True
NUTX,"Nutex Health, Inc.",Nutex Health Inc. operates as a healthcare services and operations company in the United States.,USD,182.23,182.23,2025-12-30,30.76,2025-01-13,74.5,6000.0,2022-04-04,4.34,2024-07-09,99.9,203406,0.0684,2024-07-15,6.0,2025-01-23,10.0,80.92,2025-09-02,2025-09-29,True
RVMD,"Revolution Medicines, Inc.","Revolution Medicines, Inc. , a clinical-stage precision oncology company, develops novel targeted therapies for RAS-addicted cancers.",USD,79.67,79.67,2025-12-30,31.13,2025-04-08,73.7,81.19,2025-12-24,,,,2294613,0.021,,,2025-04-28,20.0,34.7,2025-08-11,2025-09-11,True
SYAXF,Elevra Lithium Ltd,"Elevra Lithium Limited, together with its subsidiaries, engages in the identification, acquisition, exploration, and development of mineral assets in Australia and Canada.",USD,5.01,5.01,2025-12-30,1.3,2025-06-11,73.4,42.38,2022-04-19,1.3,2025-06-11,96.9,11409,0.0615,2025-06-20,9.0,2025-06-20,9.0,1.3,2025-06-11,2025-06-20,True
GAERF,Central North Airport Group,"Grupo Aeroportuario del Centro Norte, S.",USD,13.8,13.8,2025-12-30,2.55,2024-12-27,72.7,14.61,2025-11-28,12.54,2025-12-11,14.2,1347,0.0799,,,2025-05-07,131.0,2.55,2025-04-14,2025-05-07,True
SVRA,Savara Inc,"Savara Inc. , a clinical stage biopharmaceutical company, focuses on rare respiratory diseases.",USD,6.11,6.11,2025-12-30,1.94,2025-05-27,72.6,6.94,2025-12-11,6.05,2025-12-19,12.8,3517853,0.0416,,,2025-07-24,58.0,1.94,2025-05-27,2025-07-24,True
MBX,"MBX Biosciences, Inc.","MBX Biosciences, Inc. , a clinical-stage biopharmaceutical company, focuses on the discovery and development of precision peptide therapies for the treatment of endocrine and metabolic disorders.",USD,30.9,30.9,2025-12-30,5.79,2025-04-08,72.6,34.8,2025-12-22,30.9,2025-12-26,11.2,808223,0.0526,,,2025-04-17,9.0,7.38,2025-04-15,2025-04-29,True
ATXS,"Astria Therapeutics, Inc.","Astria Therapeutics, Inc. , a biopharmaceutical company, engages in the discovery, development, and commercialization of therapeutics for allergic and immunological diseases in the United States.",USD,12.99,12.99,2025-12-30,3.75,2025-04-08,72.3,24.9,2021-01-29,2.46,2022-06-16,90.1,1182086,0.0436,2022-07-07,21.0,2025-04-23,15.0,3.9,2025-05-13,2025-06-04,True
RCUS,"Arcus Biosciences, Inc.","Arcus Biosciences, Inc. , a clinical-stage biopharmaceutical company, develops and commercializes cancer therapies in the United States.",USD,23.23,23.23,2025-12-30,6.87,2025-04-04,72.3,48.47,2021-11-23,6.87,2025-04-04,85.8,2072183,0.0412,2025-05-02,28.0,2025-05-02,28.0,7.68,2025-04-14,2025-06-03,True
SMTGF,SMA Solar Technology AG/ADR,"SMA Solar Technology AG, together with its subsidiaries, develops, produces, and sells PV and battery inverters, monitoring systems for PV systems, and charging solutions for electric vehicles in Germany and internationally.",USD,38.0,38.0,2025-12-30,12.88,2025-02-03,72.3,115.83,2023-06-30,12.73,2024-11-18,89.0,793,0.0408,2025-01-06,49.0,2025-03-27,52.0,14.16,2025-04-14,2025-05-09,True
FIGS,"FIGS, Inc.","FIGS, Inc. , together with its subsidiary, FIGS Canada, Inc.",USD,11.59,11.59,2025-12-30,3.62,2025-04-08,70.9,50.1,2021-06-30,3.62,2025-04-08,92.8,2608133,0.0342,2025-05-06,28.0,2025-05-06,28.0,3.81,2025-04-21,2025-05-08,True
CSTL,CASTLE BIOSCIENCES INC,"Castle Biosciences, Inc. , a molecular diagnostics company, provides test solutions for the diagnosis and treatment of dermatologic cancers, Barrett's esophagus (BE), uveal melanoma, and mental health conditions.",USD,39.31,39.31,2025-12-30,14.65,2025-08-01,70.8,97.33,2021-02-09,11.66,2023-06-05,88.0,404896,0.0326,2023-07-07,32.0,2025-08-05,4.0,14.65,2025-08-01,2025-08-05,True
JBIO,"Jade Biosciences, Inc.","Jade Biosciences, Inc. operates as a biotechnology company that develops therapies for inflammation and immunology indications in patients living with autoimmune diseases.",USD,15.56,15.56,2025-12-30,6.76,2025-06-13,70.7,1048.71,2024-04-01,6.76,2025-06-13,99.4,346080,0.0456,2025-06-18,5.0,2025-06-18,5.0,6.76,2025-06-13,2025-06-18,True
GUYGF,G2 Goldfields Inc.,G2 Goldfields Inc. engages in the acquisition and exploration of mineral properties.,USD,4.73,4.73,2025-12-30,1.35,2024-12-30,69.5,4.76,2025-12-24,,,,90323,0.0387,,,2025-01-30,31.0,1.89,2025-07-30,2025-09-08,True
