date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'DLMAY')","('high', 'DLMAY')","('low', 'DLMAY')","('close', 'DLMAY')","('adj_close', 'DLMAY')","('volume', 'DLMAY')","('currency', '')"
2025-10-30,11.4399995803833,12.510000228881836,11.4399995803833,12.510000228881836,12.510000228881836,623,,,,,,,,
2025-10-31,12.194999694824219,12.194999694824219,12.194999694824219,12.194999694824219,12.194999694824219,145,,,,,,,,
2025-11-03,12.194999694824219,12.194999694824219,12.194999694824219,12.194999694824219,12.194999694824219,136,,,,,,,,
2025-11-04,12.194999694824219,12.770000457763672,10.0,10.0,10.0,10614,,,,,,,,
2025-11-05,11.994999885559082,13.069999694824219,11.994999885559082,13.069999694824219,13.069999694824219,6516,,,,,,,,
2025-11-06,11.739999771118164,12.899999618530273,10.0,10.0,10.0,10590,,,,,,,,
2025-11-07,10.913999557495117,13.0,10.913999557495117,12.010000228881836,12.010000228881836,1131,,,,,,,,
2025-11-10,12.625,12.625,12.625,12.625,12.625,215,,,,,,,,
2025-11-12,13.25,13.25,13.25,13.25,13.25,198,,,,,,,,
2025-11-13,13.25,13.25,13.25,13.25,13.25,261,,,,,,,,
2025-11-14,12.399999618530273,12.399999618530273,12.399999618530273,12.399999618530273,12.399999618530273,392,,,,,,,,
2025-11-17,12.399999618530273,12.399999618530273,12.399999618530273,12.399999618530273,12.399999618530273,113,,,,,,,,
2025-11-19,14.0,14.0,14.0,14.0,14.0,354,,,,,,,,
2025-11-21,13.199999809265137,13.199999809265137,12.399999618530273,12.399999618530273,12.399999618530273,341,,,,,,,,
2025-11-25,14.0,14.25,14.0,14.25,14.25,10928,,,,,,,,
2025-12-09,13.960000038146973,13.960000038146973,13.960000038146973,13.960000038146973,13.960000038146973,1196,,,,,,,,
2025-12-15,13.449999809265137,13.449999809265137,13.449999809265137,13.449999809265137,13.449999809265137,399,,,,,,,,
2025-12-18,14.5,14.5,14.5,14.5,14.5,345,,,,,,,,
2025-12-19,12.704000473022461,13.539999961853027,12.704000473022461,13.539999961853027,13.539999961853027,728,,,,,,,,
2025-12-22,14.640000343322754,14.765999794006348,14.640000343322754,14.765999794006348,14.765999794006348,1519,,,,,,,,
2025-12-23,14.829999923706055,14.949999809265137,14.800000190734863,14.899999618530273,14.899999618530273,1667,,,,,,,,
2025-12-24,15.0,15.079999923706055,15.0,15.079999923706055,15.079999923706055,1125,,,,,,,,
2025-12-26,16.020000457763672,16.020000457763672,15.069999694824219,15.069999694824219,15.069999694824219,499,,,,,,,,
2025-12-29,13.149999618530273,15.0,13.149999618530273,15.0,15.0,23067,,,,,,,,
,DLMAY,DLMAY,DLMAY,DLMAY,DLMAY,DLMAY,,,,,,,,
