date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GWKSY')","('high', 'GWKSY')","('low', 'GWKSY')","('close', 'GWKSY')","('adj_close', 'GWKSY')","('volume', 'GWKSY')","('currency', '')"
2025-10-01,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-02,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-03,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-06,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-07,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-08,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-09,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-10,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-13,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-14,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-15,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-16,20.0,20.0,20.0,20.0,19.796836853027344,0,,,,,,,,
2025-10-17,20.0,20.0,20.0,20.0,19.90721321105957,0,,,,,,,,
2025-10-20,20.0,20.0,20.0,20.0,19.90721321105957,0,,,,,,,,
2025-10-21,20.0,20.0,20.0,20.0,19.90721321105957,0,,,,,,,,
2025-10-22,20.0,20.0,20.0,20.0,19.90721321105957,0,,,,,,,,
2025-10-23,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,22.74399185180664,100,,,,,,,,
2025-10-24,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,22.74399185180664,0,,,,,,,,
2025-10-27,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,22.74399185180664,0,,,,,,,,
2025-10-28,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,22.74399185180664,0,,,,,,,,
2025-10-29,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,22.74399185180664,0,,,,,,,,
2025-10-30,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,22.74399185180664,0,,,,,,,,
2025-10-31,23.329999923706055,23.329999923706055,23.329999923706055,23.329999923706055,23.221763610839844,150,,,,,,,,
2025-11-03,23.329999923706055,23.329999923706055,23.329999923706055,23.329999923706055,23.221763610839844,0,,,,,,,,
2025-11-04,23.329999923706055,23.329999923706055,23.329999923706055,23.329999923706055,23.221763610839844,0,,,,,,,,
2025-11-05,23.329999923706055,23.329999923706055,23.329999923706055,23.329999923706055,23.221763610839844,0,,,,,,,,
2025-11-06,23.329999923706055,23.329999923706055,23.329999923706055,23.329999923706055,23.221763610839844,0,,,,,,,,
2025-11-07,23.329999923706055,23.329999923706055,23.329999923706055,23.329999923706055,23.221763610839844,0,,,,,,,,
2025-11-10,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,22.74399185180664,221,,,,,,,,
2025-11-11,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,22.74399185180664,0,,,,,,,,
2025-11-12,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,22.74399185180664,0,,,,,,,,
2025-11-13,24.1299991607666,24.1299991607666,24.1299991607666,24.1299991607666,24.01805305480957,100,,,,,,,,
2025-11-14,24.1299991607666,24.1299991607666,24.1299991607666,24.1299991607666,24.01805305480957,0,,,,,,,,
2025-11-17,22.0,22.0,22.0,22.0,21.897933959960938,212,,,,,,,,
2025-11-18,22.0,22.0,22.0,22.0,21.897933959960938,0,,,,,,,,
2025-11-19,22.0,22.0,22.0,22.0,21.897933959960938,0,,,,,,,,
2025-11-20,22.0,22.0,22.0,22.0,21.897933959960938,0,,,,,,,,
2025-11-21,22.0,22.0,22.0,22.0,21.897933959960938,0,,,,,,,,
2025-11-24,22.0,22.0,22.0,22.0,21.897933959960938,0,,,,,,,,
2025-11-25,22.0,22.0,22.0,22.0,21.897933959960938,0,,,,,,,,
2025-11-26,27.97879981994629,27.97879981994629,27.97879981994629,27.97879981994629,27.848997116088867,337,,,,,,,,
2025-11-28,27.97879981994629,27.97879981994629,27.97879981994629,27.97879981994629,27.848997116088867,0,,,,,,,,
2025-12-01,27.969999313354492,27.969999313354492,27.969999313354492,27.969999313354492,27.84023666381836,103,,,,,,,,
2025-12-02,27.969999313354492,27.969999313354492,27.969999313354492,27.969999313354492,27.84023666381836,0,,,,,,,,
2025-12-03,26.924999237060547,26.93000030517578,26.924999237060547,26.93000030517578,26.805063247680664,200,,,,,,,,
2025-12-04,26.93000030517578,26.93000030517578,26.93000030517578,26.93000030517578,26.805063247680664,0,,,,,,,,
2025-12-05,26.93000030517578,26.93000030517578,26.93000030517578,26.93000030517578,26.805063247680664,0,,,,,,,,
2025-12-08,26.93000030517578,26.93000030517578,26.93000030517578,26.93000030517578,26.805063247680664,0,,,,,,,,
2025-12-09,26.93000030517578,26.93000030517578,26.93000030517578,26.93000030517578,26.805063247680664,0,,,,,,,,
2025-12-10,26.93000030517578,26.93000030517578,26.93000030517578,26.93000030517578,26.805063247680664,0,,,,,,,,
2025-12-11,26.93000030517578,26.93000030517578,26.93000030517578,26.93000030517578,26.805063247680664,0,,,,,,,,
2025-12-12,26.93000030517578,26.93000030517578,26.93000030517578,26.93000030517578,26.805063247680664,0,,,,,,,,
2025-12-15,26.93000030517578,26.93000030517578,26.93000030517578,26.93000030517578,26.805063247680664,0,,,,,,,,
2025-12-16,26.93000030517578,26.93000030517578,26.93000030517578,26.93000030517578,26.805063247680664,0,,,,,,,,
2025-12-17,26.93000030517578,26.93000030517578,26.93000030517578,26.93000030517578,26.805063247680664,0,,,,,,,,
2025-12-18,28.327199935913086,28.327199935913086,28.327199935913086,28.327199935913086,28.195781707763672,185,,,,,,,,
2025-12-19,28.327199935913086,28.327199935913086,28.327199935913086,28.327199935913086,28.327199935913086,0,,,,,,,,
2025-12-22,28.327199935913086,28.327199935913086,28.327199935913086,28.327199935913086,28.327199935913086,0,,,,,,,,
2025-12-23,28.327199935913086,28.327199935913086,28.327199935913086,28.327199935913086,28.327199935913086,0,,,,,,,,
2025-12-24,26.5,26.5,26.5,26.5,26.5,203,,,,,,,,
2025-12-26,26.5,26.5,26.5,26.5,26.5,0,,,,,,,,
2025-12-29,26.5,26.5,26.5,26.5,26.5,0,,,,,,,,
2025-12-30,26.5,26.5,26.5,26.5,26.5,0,,,,,,,,
,GWKSY,GWKSY,GWKSY,GWKSY,GWKSY,GWKSY,,,,,,,,
