date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NKTR')","('high', 'NKTR')","('low', 'NKTR')","('close', 'NKTR')","('adj_close', 'NKTR')","('volume', 'NKTR')","('currency', '')"
2020-09-08,279.45001220703125,282.29998779296875,274.79998779296875,276.6000061035156,276.6000061035156,67840,,,,,,,,
2020-09-09,279.75,286.3500061035156,277.04998779296875,282.75,282.75,54093,,,,,,,,
2020-09-10,283.79998779296875,293.25,282.1499938964844,282.29998779296875,282.29998779296875,43360,,,,,,,,
2020-09-11,285.0,288.45001220703125,278.8500061035156,282.29998779296875,282.29998779296875,45813,,,,,,,,
2020-09-14,285.1499938964844,297.8999938964844,285.1499938964844,296.25,296.25,93347,,,,,,,,
2020-09-15,298.6499938964844,306.1499938964844,297.29998779296875,300.1499938964844,300.1499938964844,78940,,,,,,,,
2020-09-16,300.29998779296875,309.75,300.1499938964844,304.6499938964844,304.6499938964844,60040,,,,,,,,
2020-09-17,301.04998779296875,307.20001220703125,297.8999938964844,305.1000061035156,305.1000061035156,64633,,,,,,,,
2020-09-18,307.6499938964844,308.25,299.25,302.54998779296875,302.54998779296875,133653,,,,,,,,
2020-09-21,296.1000061035156,296.8500061035156,284.1000061035156,291.1499938964844,291.1499938964844,76147,,,,,,,,
2020-09-22,291.8999938964844,301.95001220703125,287.3999938964844,298.5,298.5,99840,,,,,,,,
2020-09-23,297.6000061035156,301.5,283.5,283.6499938964844,283.6499938964844,69033,,,,,,,,
2020-09-24,282.75,282.75,268.04998779296875,270.45001220703125,270.45001220703125,76347,,,,,,,,
2020-09-25,268.6499938964844,272.3999938964844,262.20001220703125,264.1499938964844,264.1499938964844,89073,,,,,,,,
2020-09-28,264.75,265.5,250.5,252.60000610351562,252.60000610351562,104413,,,,,,,,
2020-09-29,252.3000030517578,258.8999938964844,249.0,253.35000610351562,253.35000610351562,105240,,,,,,,,
2020-09-30,253.35000610351562,255.0,246.14999389648438,248.85000610351562,248.85000610351562,98660,,,,,,,,
2020-10-01,248.39999389648438,251.25,246.89999389648438,250.64999389648438,250.64999389648438,87547,,,,,,,,
2020-10-02,246.60000610351562,250.35000610351562,243.3000030517578,244.1999969482422,244.1999969482422,69513,,,,,,,,
2020-10-05,247.9499969482422,259.5,247.5,259.20001220703125,259.20001220703125,71207,,,,,,,,
2020-10-06,260.3999938964844,264.45001220703125,256.95001220703125,257.8500061035156,257.8500061035156,66640,,,,,,,,
2020-10-07,259.5,269.54998779296875,256.5,267.29998779296875,267.29998779296875,41567,,,,,,,,
2020-10-08,268.79998779296875,273.45001220703125,268.5,271.95001220703125,271.95001220703125,50533,,,,,,,,
2020-10-09,274.6499938964844,274.6499938964844,267.45001220703125,268.04998779296875,268.04998779296875,33467,,,,,,,,
2020-10-12,268.6499938964844,269.1000061035156,257.8500061035156,258.8999938964844,258.8999938964844,46147,,,,,,,,
2020-10-13,256.5,261.0,253.64999389648438,254.6999969482422,254.6999969482422,50980,,,,,,,,
2020-10-14,255.14999389648438,271.3500061035156,253.8000030517578,263.1000061035156,263.1000061035156,108193,,,,,,,,
2020-10-15,259.3500061035156,269.70001220703125,258.29998779296875,265.3500061035156,265.3500061035156,61387,,,,,,,,
2020-10-16,265.3500061035156,268.04998779296875,256.79998779296875,257.1000061035156,257.1000061035156,126520,,,,,,,,
2020-10-19,257.3999938964844,260.1000061035156,251.5500030517578,253.0500030517578,253.0500030517578,49580,,,,,,,,
2020-10-20,255.75,260.54998779296875,252.4499969482422,257.54998779296875,257.54998779296875,48720,,,,,,,,
2020-10-21,256.04998779296875,258.1499938964844,248.25,249.14999389648438,249.14999389648438,79487,,,,,,,,
2020-10-22,249.4499969482422,262.20001220703125,248.5500030517578,257.70001220703125,257.70001220703125,62733,,,,,,,,
2020-10-23,260.1000061035156,263.54998779296875,252.75,263.1000061035156,263.1000061035156,45167,,,,,,,,
2020-10-26,258.8999938964844,263.70001220703125,253.64999389648438,254.5500030517578,254.5500030517578,63153,,,,,,,,
2020-10-27,248.39999389648438,254.39999389648438,245.5500030517578,247.1999969482422,247.1999969482422,116480,,,,,,,,
2020-10-28,241.64999389648438,247.35000610351562,237.0,238.64999389648438,238.64999389648438,87640,,,,,,,,
2020-10-29,238.35000610351562,244.8000030517578,231.0,243.14999389648438,243.14999389648438,86520,,,,,,,,
2020-10-30,241.8000030517578,243.0,234.89999389648438,237.60000610351562,237.60000610351562,89273,,,,,,,,
2020-11-02,243.0,243.75,234.14999389648438,241.8000030517578,241.8000030517578,103587,,,,,,,,
2020-11-03,243.75,248.25,234.60000610351562,236.5500030517578,236.5500030517578,90973,,,,,,,,
2020-11-04,237.75,258.8999938964844,237.75,254.5500030517578,254.5500030517578,74580,,,,,,,,
2020-11-05,258.45001220703125,263.70001220703125,252.60000610351562,253.35000610351562,253.35000610351562,70080,,,,,,,,
2020-11-06,259.95001220703125,284.8500061035156,257.70001220703125,261.29998779296875,261.29998779296875,104160,,,,,,,,
2020-11-09,272.54998779296875,281.8500061035156,256.3500061035156,256.3500061035156,256.3500061035156,94360,,,,,,,,
2020-11-10,256.20001220703125,258.75,247.8000030517578,252.60000610351562,252.60000610351562,74967,,,,,,,,
2020-11-11,253.1999969482422,261.0,251.5500030517578,256.6499938964844,256.6499938964844,77520,,,,,,,,
2020-11-12,258.0,264.75,254.85000610351562,257.1000061035156,257.1000061035156,60773,,,,,,,,
2020-11-13,258.75,262.5,257.1000061035156,259.04998779296875,259.04998779296875,38960,,,,,,,,
2020-11-16,261.8999938964844,262.20001220703125,250.5,254.25,254.25,61373,,,,,,,,
2020-11-17,253.9499969482422,264.8999938964844,250.9499969482422,263.3999938964844,263.3999938964844,53280,,,,,,,,
2020-11-18,263.3999938964844,264.6000061035156,256.04998779296875,256.6499938964844,256.6499938964844,53627,,,,,,,,
2020-11-19,255.75,260.54998779296875,253.5,259.04998779296875,259.04998779296875,35273,,,,,,,,
2020-11-20,260.1000061035156,260.1000061035156,250.8000030517578,251.39999389648438,251.39999389648438,55560,,,,,,,,
2020-11-23,252.60000610351562,252.75,243.0,247.9499969482422,247.9499969482422,75613,,,,,,,,
2020-11-24,248.10000610351562,254.85000610351562,246.3000030517578,250.35000610351562,250.35000610351562,66640,,,,,,,,
2020-11-25,248.6999969482422,251.25,245.25,247.1999969482422,247.1999969482422,42907,,,,,,,,
2020-11-27,247.5,252.4499969482422,245.25,251.85000610351562,251.85000610351562,22440,,,,,,,,
2020-11-30,253.64999389648438,254.39999389648438,244.35000610351562,245.85000610351562,245.85000610351562,66980,,,,,,,,
2020-12-01,245.85000610351562,249.60000610351562,242.39999389648438,247.0500030517578,247.0500030517578,72933,,,,,,,,
2020-12-02,247.5,263.25,247.5,259.04998779296875,259.04998779296875,62600,,,,,,,,
2020-12-03,258.6000061035156,260.8500061035156,255.0,256.04998779296875,256.04998779296875,40333,,,,,,,,
2020-12-04,257.54998779296875,263.1000061035156,256.5,261.0,261.0,37100,,,,,,,,
2020-12-07,261.75,265.79998779296875,258.75,260.1000061035156,260.1000061035156,33673,,,,,,,,
2020-12-08,257.3999938964844,262.5,255.60000610351562,259.20001220703125,259.20001220703125,50767,,,,,,,,
2020-12-09,260.54998779296875,261.8999938964844,246.89999389648438,248.85000610351562,248.85000610351562,47527,,,,,,,,
2020-12-10,249.14999389648438,254.10000610351562,247.64999389648438,252.0,252.0,29607,,,,,,,,
2020-12-11,251.39999389648438,252.75,246.3000030517578,251.25,251.25,39747,,,,,,,,
2020-12-14,253.8000030517578,273.45001220703125,253.5,264.6000061035156,264.6000061035156,82140,,,,,,,,
2020-12-15,267.8999938964844,277.3500061035156,260.25,276.45001220703125,276.45001220703125,74747,,,,,,,,
2020-12-16,277.20001220703125,279.75,263.54998779296875,264.8999938964844,264.8999938964844,77593,,,,,,,,
2020-12-17,266.8500061035156,287.25,265.5,285.45001220703125,285.45001220703125,100313,,,,,,,,
2020-12-18,289.95001220703125,291.0,272.3999938964844,281.25,281.25,208567,,,,,,,,
2020-12-21,279.75,282.0,275.1000061035156,279.75,279.75,48520,,,,,,,,
2020-12-22,284.25,291.8999938964844,279.1499938964844,280.95001220703125,280.95001220703125,65527,,,,,,,,
2020-12-23,283.3500061035156,283.5,275.25,277.6499938964844,277.6499938964844,42653,,,,,,,,
2020-12-24,277.79998779296875,278.1000061035156,273.75,276.75,276.75,19093,,,,,,,,
2020-12-28,279.0,282.1499938964844,272.3999938964844,280.04998779296875,280.04998779296875,73753,,,,,,,,
2020-12-29,281.25,282.1499938964844,267.0,273.75,273.75,74540,,,,,,,,
2020-12-30,273.0,278.8500061035156,268.95001220703125,269.1000061035156,269.1000061035156,54513,,,,,,,,
2020-12-31,268.3500061035156,268.95001220703125,250.1999969482422,255.0,255.0,126860,,,,,,,,
2021-01-04,257.70001220703125,265.5,255.60000610351562,264.8999938964844,264.8999938964844,82687,,,,,,,,
2021-01-05,263.3999938964844,270.0,260.70001220703125,269.70001220703125,269.70001220703125,62680,,,,,,,,
2021-01-06,264.45001220703125,271.04998779296875,260.54998779296875,262.95001220703125,262.95001220703125,71953,,,,,,,,
2021-01-07,264.6000061035156,279.8999938964844,264.6000061035156,279.0,279.0,44053,,,,,,,,
2021-01-08,280.3500061035156,289.20001220703125,279.1499938964844,288.1499938964844,288.1499938964844,49967,,,,,,,,
2021-01-11,288.1499938964844,295.04998779296875,274.79998779296875,281.1000061035156,281.1000061035156,76753,,,,,,,,
