date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MCTA')","('high', 'MCTA')","('low', 'MCTA')","('close', 'MCTA')","('adj_close', 'MCTA')","('volume', 'MCTA')","('currency', '')"
2025-11-13,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-11-14,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-11-17,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-11-18,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-11-19,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-11-20,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-11-21,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-11-24,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-11-25,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-11-26,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-11-28,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-01,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-02,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-03,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-04,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-05,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-08,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-09,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-10,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-11,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-12,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-15,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-16,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-17,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-18,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-19,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-22,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-23,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-24,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-26,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-29,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
2025-12-30,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,29.354999542236328,0,,,,,,,,
,MCTA,MCTA,MCTA,MCTA,MCTA,MCTA,,,,,,,,
