Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D
ALGT,ALGT,Business description unavailable.,USD,86.89,86.89,2025-12-30,40.9,2025-04-21,46.1,259.82,2021-03-15,36.36,2024-08-14,86.0,309143,0.0403,2024-09-24,41.0,2025-05-08,17.0,40.9,2025-04-21,2025-05-08,True
VRDN,VRDN,Business description unavailable.,USD,31.02,31.02,2025-12-30,11.02,2025-04-08,45.8,37.6,2023-01-26,11.02,2025-04-08,70.7,1575710,0.0303,2025-06-03,56.0,2025-06-03,56.0,12.03,2025-05-06,2025-06-11,True
GCT,GCT,Business description unavailable.,USD,39.52,39.52,2025-12-30,11.58,2025-04-10,45.7,48.01,2022-08-19,4.27,2022-11-02,91.1,560006,0.0455,2022-11-07,5.0,2025-05-12,32.0,12.03,2025-04-21,2025-05-12,True
SION,SION,Business description unavailable.,USD,41.39,41.39,2025-12-30,7.66,2025-04-10,45.4,44.38,2025-11-24,38.96,2025-12-01,12.2,319233,0.0484,,,2025-04-16,6.0,8.91,2025-04-14,2025-04-22,True
CLLS,CLLS,Business description unavailable.,USD,4.78,4.78,2025-12-30,1.15,2025-04-04,45.3,33.25,2021-01-19,0.97,2023-10-31,97.1,132006,0.0579,2023-11-01,1.0,2025-04-14,10.0,1.33,2025-06-13,2025-07-14,True
PLAB,PLAB,Business description unavailable.,USD,33.7,33.7,2025-12-30,16.71,2025-05-30,44.6,39.67,2025-12-11,32.87,2025-12-18,17.1,1656526,0.0584,,,2025-08-13,75.0,16.71,2025-05-30,2025-08-13,True
TDC,TDC,Business description unavailable.,USD,30.89,30.89,2025-12-30,19.2,2025-04-07,44.3,58.89,2021-10-25,19.2,2025-04-07,67.4,1464016,0.042,2025-11-05,212.0,2025-11-05,212.0,19.95,2025-04-21,2025-11-05,True
DSGN,DSGN,Business description unavailable.,USD,9.79,9.79,2025-12-30,2.79,2025-04-10,44.2,34.01,2021-03-29,1.99,2023-11-09,94.1,435076,0.0509,2023-12-18,39.0,2025-04-22,12.0,3.21,2025-05-14,2025-07-22,True
RGNX,RGNX,Business description unavailable.,USD,14.09,14.09,2025-12-30,5.31,2025-04-08,44.2,49.95,2021-01-14,5.31,2025-04-08,89.4,681593,0.0457,2025-04-22,14.0,2025-04-22,14.0,5.94,2025-04-17,2025-04-22,True
IRS,IRS,Business description unavailable.,USD,16.68,16.68,2025-12-30,11.34,2025-10-08,44.2,17.45,2024-12-05,11.34,2025-10-08,35.0,166056,0.0439,2025-10-27,19.0,2025-10-27,19.0,11.34,2025-10-08,2025-10-27,True
ASX,ASX,Business description unavailable.,USD,16.03,16.03,2025-12-30,7.16,2025-04-08,44.0,16.43,2025-12-10,14.75,2025-12-17,10.2,6270726,0.0271,,,2025-05-12,34.0,7.73,2025-04-21,2025-06-24,True
VIST,VIST,Business description unavailable.,USD,48.47,48.47,2025-12-30,33.7,2025-09-19,43.8,59.5,2025-01-15,33.7,2025-09-19,43.4,721506,0.0346,2025-10-27,38.0,2025-10-27,38.0,33.7,2025-09-19,2025-10-27,True
AVDL,AVDL,Business description unavailable.,USD,21.54,21.54,2025-12-30,6.59,2025-04-08,43.6,23.56,2025-11-14,21.31,2025-12-09,9.6,1907003,0.0332,,,2025-04-24,16.0,7.73,2025-04-14,2025-06-09,True
TARS,TARS,Business description unavailable.,USD,82.33,82.33,2025-12-30,38.82,2025-07-31,43.6,82.51,2025-12-24,,,,561993,0.0263,,,2025-08-12,12.0,38.82,2025-07-31,2025-08-12,True
SXGCF,SXGCF,Business description unavailable.,USD,7.87,7.87,2025-12-30,1.69,2025-01-10,43.4,8.03,2025-12-26,,,,82810,0.0395,,,2025-01-15,5.0,3.17,2025-04-15,2025-06-02,True
PL,PL,Business description unavailable.,USD,19.74,19.74,2025-12-30,2.96,2025-04-21,43.4,20.73,2025-12-23,19.36,2025-12-26,6.6,11757756,0.0563,,,2025-05-14,23.0,2.96,2025-04-21,2025-05-14,True
CYBN,CYBN,Business description unavailable.,USD,8.57,8.57,2025-12-30,5.0,2025-04-08,43.3,120.84,2021-08-02,5.0,2025-04-08,95.9,786426,0.0414,2025-04-11,3.0,2025-04-11,3.0,5.51,2025-12-02,2025-12-19,True
ENLT,ENLT,Business description unavailable.,USD,45.09,45.09,2025-12-30,14.45,2025-04-10,43.2,45.75,2025-12-24,,,,32660,0.0276,,,2025-05-14,34.0,15.12,2025-04-21,2025-05-29,True
TEVJF,TEVJF,Business description unavailable.,USD,28.61,28.61,2025-12-30,13.73,2025-04-07,43.0,28.61,2025-12-09,28.61,2025-12-09,0.0,3,0.0456,,,2025-05-23,46.0,13.73,2025-04-14,2025-05-23,True
KYMR,KYMR,Business description unavailable.,USD,78.12,78.12,2025-12-30,21.05,2025-04-08,42.9,94.3,2025-12-08,78.12,2025-12-30,17.2,1177413,0.0519,,,2025-04-22,14.0,25.02,2025-04-16,2025-04-24,True
GRNL,GRNL,Business description unavailable.,USD,6.0,6.0,2026-01-01,1.4,2025-05-19,42.9,566.0,2024-08-23,1.4,2025-05-19,99.8,17605,0.2213,2025-05-20,1.0,2025-05-20,1.0,1.4,2025-05-19,2025-05-20,True
ZEUS,ZEUS,Business description unavailable.,USD,43.41,43.41,2025-12-30,27.09,2025-10-10,42.4,69.93,2024-04-05,27.09,2025-10-10,61.3,118310,0.0364,2025-10-29,19.0,2025-10-29,19.0,27.09,2025-10-10,2025-10-29,True
EFXT,EFXT,Business description unavailable.,USD,15.67,15.67,2025-12-30,6.39,2025-04-08,42.3,15.88,2025-12-11,14.99,2025-12-19,5.6,509533,0.0228,,,2025-07-29,112.0,6.39,2025-04-23,2025-07-29,True
NTRA,NTRA,Business description unavailable.,USD,229.98,229.98,2025-12-30,132.23,2025-04-08,42.3,244.55,2025-12-05,224.74,2025-12-18,8.1,1401520,0.0181,,,2025-09-09,154.0,133.66,2025-07-31,2025-09-09,True
BALY,BALY,Business description unavailable.,USD,16.22,16.22,2025-12-30,8.8,2025-06-03,42.3,20.0,2025-01-07,8.8,2025-06-03,56.0,130646,0.0512,2025-10-02,121.0,2025-10-02,121.0,8.8,2025-06-03,2025-10-02,True
DSP,DSP,Business description unavailable.,USD,11.87,11.87,2025-12-30,8.14,2025-10-10,42.2,68.31,2021-02-16,3.22,2022-12-19,95.3,239670,0.0366,2023-01-12,24.0,2025-11-12,33.0,8.14,2025-10-10,2025-11-12,True
ENVA,ENVA,Business description unavailable.,USD,159.46,159.46,2025-12-30,85.91,2025-04-04,42.1,164.85,2025-12-22,159.46,2025-12-30,3.3,257516,0.0264,,,2025-07-01,88.0,89.04,2025-04-21,2025-07-03,True
ARQT,ARQT,Business description unavailable.,USD,28.08,28.08,2025-12-30,11.4,2025-02-11,42.1,36.98,2021-02-08,1.84,2023-11-30,95.0,2210913,0.0431,2023-12-14,14.0,2025-03-11,28.0,12.94,2025-04-14,2025-08-15,True
IBIDF,IBIDF,Business description unavailable.,USD,40.5,40.5,2025-12-30,1.33,2025-02-18,41.1,42.5,2025-11-17,35.78,2025-11-25,15.8,253,0.0416,,,2025-03-28,38.0,5.91,2025-04-24,2025-05-12,True
BBIO,BBIO,Business description unavailable.,USD,75.48,75.48,2025-12-30,27.32,2024-12-30,41.1,77.09,2025-12-22,75.48,2025-12-30,2.1,1961513,0.028,,,2025-01-14,15.0,32.26,2025-05-28,2025-06-23,True
MAUTF,MAUTF,Business description unavailable.,USD,7.1,7.1,2025-12-30,1.46,2024-12-31,40.9,7.3,2025-12-26,,,,92263,0.0315,,,2025-03-18,77.0,2.57,2025-05-01,2025-06-02,True
TSMWF,TSMWF,Business description unavailable.,USD,17.24,17.24,2025-12-30,4.75,2024-12-27,40.8,17.24,2025-12-11,17.24,2025-12-11,0.0,0,0.0431,,,2025-03-18,81.0,6.42,2025-04-14,2025-06-12,True
VIAV,VIAV,Business description unavailable.,USD,18.01,18.01,2025-12-30,8.99,2025-05-06,40.8,19.57,2025-12-11,17.14,2025-12-17,12.4,3470656,0.0341,,,2025-09-04,121.0,8.99,2025-05-06,2025-09-04,True
HOUS,HOUS,Business description unavailable.,USD,14.22,14.22,2025-12-30,2.78,2025-01-13,40.7,20.65,2021-10-20,2.78,2025-01-13,86.5,1640996,0.0307,2025-01-22,9.0,2025-01-22,9.0,2.88,2025-04-21,2025-05-02,True
FET,FET,Business description unavailable.,USD,37.39,37.39,2025-12-30,13.57,2025-04-14,40.5,37.39,2025-12-30,,,,109433,0.0387,,,2025-06-10,57.0,13.57,2025-04-14,2025-06-10,True
TWLO,TWLO,Business description unavailable.,USD,144.14,144.14,2025-12-30,81.34,2025-04-08,40.4,443.49,2021-02-18,42.74,2022-11-04,90.4,2084266,0.0318,2023-01-23,80.0,2025-05-12,34.0,81.56,2025-04-21,2025-05-12,True
NEO,NEO,Business description unavailable.,USD,12.23,12.23,2025-12-30,4.84,2025-07-31,40.3,59.88,2021-02-12,4.84,2025-07-31,91.9,1769936,0.0257,2025-08-19,19.0,2025-08-19,19.0,4.84,2025-07-31,2025-08-19,True
FBYD,FBYD,Business description unavailable.,USD,16.29,16.29,2025-12-30,3.64,2025-01-29,40.3,20.8,2025-12-02,11.25,2025-12-12,45.9,188050,0.0917,2025-12-18,6.0,2025-02-05,7.0,5.21,2025-06-24,2025-07-17,True
ATI,ATI,Business description unavailable.,USD,116.17,116.17,2025-12-30,41.97,2025-04-08,39.9,116.95,2025-12-26,,,,1377013,0.0232,,,2025-05-01,23.0,44.3,2025-04-21,2025-05-01,True
IRMD,IRMD,Business description unavailable.,USD,97.77,97.77,2025-12-30,48.05,2025-04-08,39.8,97.77,2025-12-30,,,,78986,0.0199,,,2025-08-01,115.0,50.14,2025-04-21,2025-08-01,True
HRMY,HRMY,Business description unavailable.,USD,37.64,37.64,2025-12-30,25.9,2025-10-17,39.8,60.91,2022-12-05,19.2,2023-10-27,68.5,734890,0.0232,2023-11-03,7.0,2025-11-13,27.0,25.9,2025-10-17,2025-11-13,True
CTKB,CTKB,Business description unavailable.,USD,5.04,5.04,2025-12-30,2.42,2025-05-23,39.6,27.93,2021-09-15,2.42,2025-05-23,91.3,1436870,0.042,2025-06-04,12.0,2025-06-04,12.0,2.42,2025-05-23,2025-06-04,True
TER,TER,Business description unavailable.,USD,196.67,196.67,2025-12-30,67.74,2025-04-08,39.5,204.01,2025-12-10,185.21,2025-12-17,9.2,3067180,0.0388,,,2025-06-10,63.0,69.58,2025-04-21,2025-06-26,True
FROG,FROG,Business description unavailable.,USD,65.47,65.47,2025-12-30,27.99,2025-04-08,39.3,69.93,2021-01-27,16.94,2022-05-11,75.8,1827153,0.0386,2022-06-23,43.0,2025-05-09,31.0,29.79,2025-04-21,2025-05-09,True
COMP,COMP,Business description unavailable.,USD,10.61,10.61,2025-12-30,5.35,2025-01-10,39.1,20.15,2021-04-01,1.85,2022-11-09,90.8,11240453,0.0274,2022-11-10,1.0,2025-01-24,14.0,5.8,2025-05-21,2025-07-31,True
ERO,ERO,Business description unavailable.,USD,28.68,28.68,2025-12-30,9.65,2025-04-08,38.9,28.68,2025-12-30,,,,1109413,0.0308,,,2025-04-24,16.0,10.51,2025-04-15,2025-05-06,True
AUPH,AUPH,Business description unavailable.,USD,15.82,15.82,2025-12-30,7.2,2025-04-08,38.8,33.08,2021-10-29,4.11,2022-12-27,87.6,1358126,0.0246,2023-01-03,7.0,2025-08-01,115.0,7.47,2025-07-07,2025-08-01,True
EYPT,EYPT,Business description unavailable.,USD,17.89,17.89,2025-12-30,4.13,2025-04-08,38.5,29.71,2024-02-12,4.13,2025-04-08,86.1,1213773,0.044,2025-04-11,3.0,2025-04-11,3.0,5.49,2025-05-14,2025-05-29,True
BTE,BTE,Business description unavailable.,USD,3.24,3.24,2025-12-30,1.47,2025-04-08,38.5,6.76,2022-06-09,1.47,2025-04-08,78.3,18083293,0.032,2025-05-13,35.0,2025-05-13,35.0,1.48,2025-05-07,2025-05-13,True
OSSUY,OSSUY,Business description unavailable.,USD,5.54,5.54,2025-12-30,4.0,2025-05-08,38.5,9.0,2024-05-14,3.76,2024-06-13,58.2,3,0.0316,2025-11-03,508.0,2025-12-03,209.0,4.0,2025-05-08,2025-12-03,True
FMCXF,FMCXF,Business description unavailable.,USD,3.75,3.75,2025-12-30,1.8,2025-08-01,38.4,3.75,2025-12-30,,,,131556,0.0306,,,2025-09-11,41.0,1.8,2025-08-01,2025-09-11,True
MTSI,MTSI,Business description unavailable.,USD,174.87,174.87,2025-12-30,87.64,2025-04-08,38.2,189.86,2025-12-11,168.31,2025-12-17,11.4,1037673,0.0313,,,2025-05-08,30.0,95.41,2025-04-21,2025-06-03,True
AG,AG,Business description unavailable.,USD,16.93,16.93,2025-12-30,5.24,2025-04-08,38.1,21.84,2021-02-01,4.19,2024-02-13,80.8,18903550,0.0463,2024-03-13,29.0,2025-06-02,55.0,5.51,2025-05-08,2025-06-04,True
SIBN,SIBN,Business description unavailable.,USD,19.7,19.7,2025-12-30,13.05,2025-04-15,38.1,35.96,2021-05-03,11.23,2022-11-09,68.8,521180,0.0293,2023-01-10,62.0,2025-05-07,22.0,13.05,2025-04-15,2025-05-07,True
FANUF,FANUF,Business description unavailable.,USD,39.0,39.0,2025-12-30,23.0,2025-04-09,38.0,51.46,2021-02-11,23.0,2025-04-09,55.3,2543,0.0458,2025-07-24,106.0,2025-07-24,106.0,23.63,2025-04-21,2025-08-11,True
KRYS,KRYS,Business description unavailable.,USD,247.88,247.88,2025-12-30,123.36,2025-05-28,38.0,253.68,2025-12-29,,,,284223,0.0187,,,2025-09-18,113.0,123.36,2025-05-28,2025-09-18,True
NOKBF,NOKBF,Business description unavailable.,USD,6.6,6.6,2025-12-30,3.97,2025-08-01,37.8,7.93,2025-10-28,5.93,2025-11-21,25.2,348513,0.0416,,,2025-10-10,70.0,3.97,2025-08-01,2025-10-10,True
VNDA,VNDA,Business description unavailable.,USD,7.03,7.03,2025-12-30,3.92,2025-05-14,37.8,21.51,2021-06-30,3.38,2023-11-09,84.3,1438970,0.0508,2024-01-02,54.0,2025-09-26,135.0,3.92,2025-05-14,2025-09-26,True
PANL,PANL,Business description unavailable.,USD,6.89,6.89,2025-12-30,3.88,2025-04-08,37.7,8.58,2024-01-30,3.88,2025-04-08,54.8,307110,0.0308,2025-07-03,86.0,2025-07-03,86.0,3.89,2025-05-06,2025-07-10,True
PHAT,PHAT,Business description unavailable.,USD,16.92,16.92,2025-12-30,2.29,2025-05-08,37.7,48.68,2021-03-09,2.29,2025-05-08,95.3,896146,0.0313,2025-05-09,1.0,2025-05-09,1.0,2.29,2025-05-08,2025-05-09,True
LPTH,LPTH,Business description unavailable.,USD,10.56,10.56,2025-12-30,1.65,2025-04-08,37.5,10.56,2025-12-30,,,,1428960,0.0743,,,2025-04-25,17.0,1.87,2025-04-14,2025-05-02,True
AMKR,AMKR,Business description unavailable.,USD,40.4,40.4,2025-12-30,14.73,2025-04-04,37.4,47.04,2025-12-11,38.87,2025-12-17,17.4,3273753,0.0411,,,2025-05-12,38.0,15.73,2025-04-21,2025-06-24,True
SATS,SATS,Business description unavailable.,USD,109.2,109.2,2025-12-30,15.99,2025-06-09,37.4,109.2,2025-12-30,,,,5268250,0.0289,,,2025-06-16,7.0,15.99,2025-06-09,2025-06-16,True
GRAL,GRAL,Business description unavailable.,USD,85.3,85.3,2025-12-30,17.41,2025-01-16,37.4,111.4,2025-11-24,85.3,2025-12-30,23.4,1036450,0.0612,,,2025-01-22,6.0,24.85,2025-04-14,2025-04-23,True
ROIV,ROIV,Business description unavailable.,USD,21.63,21.63,2025-12-30,9.08,2025-04-08,37.3,22.94,2025-12-16,21.63,2025-12-30,5.7,7478010,0.0195,,,2025-08-13,127.0,10.02,2025-04-16,2025-09-09,True
DLTR,DLTR,Business description unavailable.,USD,124.02,124.02,2025-12-30,61.92,2025-03-12,37.3,174.08,2022-04-20,61.21,2024-11-11,64.8,3483506,0.0233,2025-04-21,161.0,2025-04-22,41.0,71.8,2025-04-15,2025-06-03,True
GKOS,GKOS,Business description unavailable.,USD,114.24,114.24,2025-12-30,74.67,2025-10-24,37.3,161.22,2025-01-23,74.67,2025-10-24,53.7,787113,0.0301,2025-11-21,28.0,2025-11-21,28.0,74.67,2025-10-24,2025-11-21,True
WEGE3.SA,WEGE3.SA,Business description unavailable.,BRL,48.51,,2025-12-30,34.26,2025-08-19,37.3,55.43,2024-12-11,34.26,2025-08-19,38.2,8140680,0.0157,2025-12-05,108.0,2025-12-05,108.0,34.26,2025-08-19,2025-12-05,True
VSTS,VSTS,Business description unavailable.,USD,6.77,6.77,2025-12-30,4.06,2025-09-17,37.3,22.04,2024-02-06,4.06,2025-09-17,81.6,3149760,0.0331,2025-10-27,40.0,2025-10-27,40.0,4.06,2025-09-17,2025-10-27,True
MOFG,MOFG,Business description unavailable.,USD,38.54,38.54,2025-12-30,24.82,2025-04-11,37.2,41.76,2025-12-11,38.54,2025-12-30,7.7,237793,0.0454,,,2025-10-24,196.0,25.31,2025-04-14,2025-10-24,True
DG,DG,Business description unavailable.,USD,135.82,135.82,2025-12-30,67.25,2025-01-17,37.1,245.51,2022-10-28,67.25,2025-01-17,72.6,4118906,0.0258,2025-04-02,75.0,2025-04-02,75.0,85.89,2025-05-13,2025-06-05,True
KMT,KMT,Business description unavailable.,USD,28.65,28.65,2025-12-30,17.08,2025-04-08,37.1,36.67,2021-03-15,17.08,2025-04-08,53.4,752943,0.0246,2025-06-25,78.0,2025-06-25,78.0,18.09,2025-04-21,2025-07-01,True
LMND,LMND,Business description unavailable.,USD,71.8,71.8,2025-12-30,25.12,2025-04-08,37.0,183.26,2021-01-11,10.57,2023-04-27,94.2,2415020,0.0567,2023-05-04,7.0,2025-05-27,49.0,25.73,2025-04-21,2025-05-30,True
THR,THR,Business description unavailable.,USD,37.34,37.34,2025-12-30,23.6,2025-04-08,36.9,40.91,2025-12-11,37.34,2025-12-30,8.7,346943,0.0254,,,2025-11-06,212.0,24.08,2025-04-21,2025-11-06,True
LION,LION,Business description unavailable.,USD,9.25,9.25,2025-12-30,5.59,2025-07-07,36.4,12.52,2024-05-08,5.59,2025-07-07,55.4,2867270,0.0248,2025-09-11,66.0,2025-09-11,66.0,5.59,2025-07-07,2025-09-11,True
PTGX,PTGX,Business description unavailable.,USD,87.26,87.26,2025-12-30,35.09,2025-02-25,36.3,95.35,2025-12-12,85.79,2025-12-18,10.0,922430,0.0403,,,2025-03-10,13.0,42.01,2025-05-06,2025-06-09,True
HLLY,HLLY,Business description unavailable.,USD,4.24,4.24,2025-12-30,1.77,2025-05-07,36.3,14.52,2022-03-16,1.77,2025-05-07,87.8,839526,0.0425,2025-07-22,76.0,2025-07-22,76.0,1.77,2025-05-07,2025-07-22,True
TNEYF,TNEYF,Business description unavailable.,USD,5.95,5.95,2025-12-30,2.3,2025-04-08,36.2,5.95,2025-12-30,,,,56176,0.0208,,,2025-05-13,35.0,2.53,2025-04-14,2025-06-03,True
DOCN,DOCN,Business description unavailable.,USD,48.8,48.8,2025-12-30,25.74,2025-08-01,36.0,130.26,2021-11-16,19.82,2023-11-01,84.8,1634876,0.0384,2023-11-07,6.0,2025-08-05,4.0,25.74,2025-08-01,2025-08-05,True
AAL,AAL,Business description unavailable.,USD,15.33,15.33,2025-12-30,9.07,2025-04-08,36.0,25.82,2021-06-02,9.07,2025-04-08,64.9,55361226,0.0277,2025-05-13,35.0,2025-05-13,35.0,9.07,2025-04-21,2025-05-13,True
ECPG,ECPG,Business description unavailable.,USD,55.19,55.19,2025-12-30,27.13,2025-04-08,35.9,72.43,2022-07-29,27.13,2025-04-08,62.5,242166,0.0264,2025-05-02,24.0,2025-05-02,24.0,29.51,2025-04-16,2025-05-08,True
CWAN,CWAN,Business description unavailable.,USD,24.1,24.1,2025-12-30,15.89,2025-11-06,35.7,32.79,2024-11-07,15.89,2025-11-06,51.5,11222280,0.0289,2025-11-18,12.0,2025-11-18,12.0,15.89,2025-11-06,2025-11-18,True
KNX,KNX,Business description unavailable.,USD,52.6,52.6,2025-12-30,37.72,2025-04-16,35.6,60.87,2023-02-02,37.72,2025-04-16,38.0,2943460,0.026,2025-12-03,231.0,2025-12-03,231.0,37.72,2025-04-16,2025-12-03,True
EPAM,EPAM,Business description unavailable.,USD,206.31,206.31,2025-12-30,142.2,2025-10-16,35.5,717.49,2021-11-08,142.2,2025-10-16,80.2,865946,0.0194,2025-11-25,40.0,2025-11-25,40.0,142.2,2025-10-16,2025-11-25,True
OUT,OUT,Business description unavailable.,USD,24.17,24.17,2025-12-30,12.64,2025-04-08,35.5,24.51,2025-12-17,23.9,2025-12-19,2.5,1507740,0.0231,,,2025-07-02,85.0,13.5,2025-04-16,2025-07-16,True
ECOR3.SA,ECOR3.SA,Business description unavailable.,BRL,10.6,,2025-12-30,3.89,2025-01-03,35.4,12.34,2021-06-15,3.56,2023-02-10,71.1,4824326,0.0219,2023-03-17,35.0,2025-02-14,42.0,5.79,2025-05-22,2025-08-27,True
NOK,NOK,Business description unavailable.,USD,6.51,6.51,2025-12-30,4.05,2025-08-01,35.1,7.77,2025-10-28,5.87,2025-11-20,24.5,25030553,0.0362,,,2025-10-10,70.0,4.05,2025-08-01,2025-10-10,True
CENX,CENX,Business description unavailable.,USD,39.69,39.69,2025-12-30,13.7,2025-04-08,35.0,40.18,2025-12-26,,,,1850670,0.0454,,,2025-06-02,55.0,15.19,2025-04-21,2025-06-09,True
STOK,STOK,Business description unavailable.,USD,31.82,31.82,2025-12-30,5.9,2025-04-08,34.9,69.81,2021-01-19,3.37,2023-10-27,95.2,919783,0.0484,2023-11-07,11.0,2025-04-15,7.0,7.56,2025-04-14,2025-04-24,True
WDC,WDC,Business description unavailable.,USD,176.06,176.06,2025-12-30,30.42,2025-04-04,34.9,187.2,2025-12-11,166.26,2025-12-17,11.2,7717496,0.0405,,,2025-04-24,20.0,35.48,2025-04-16,2025-05-12,True
TGB,TGB,Business description unavailable.,USD,5.65,5.65,2025-12-30,1.7,2025-04-08,34.8,5.81,2025-12-26,,,,6353916,0.0376,,,2025-04-24,16.0,1.93,2025-05-07,2025-06-05,True
ALTI,ALTI,Business description unavailable.,USD,4.61,4.61,2025-12-30,2.52,2025-03-17,34.8,15.4,2023-01-25,2.52,2025-03-17,83.6,140586,0.0301,2025-04-15,29.0,2025-04-15,29.0,3.09,2025-04-14,2025-06-16,True
TBLA,TBLA,Business description unavailable.,USD,4.54,4.54,2025-12-30,2.54,2025-04-08,34.7,10.5,2021-07-01,1.6,2022-11-08,84.8,1804616,0.0266,2022-11-28,20.0,2025-05-08,30.0,2.75,2025-04-14,2025-05-28,True
HCC,HCC,Business description unavailable.,USD,88.66,88.66,2025-12-30,40.5,2025-04-04,34.6,89.2,2025-12-23,88.66,2025-12-30,0.6,694690,0.0351,,,2025-07-11,98.0,41.03,2025-06-25,2025-07-21,True
GM,GM,Business description unavailable.,USD,82.33,82.33,2025-12-30,42.15,2025-04-08,34.5,83.06,2025-12-26,,,,9238940,0.0234,,,2025-08-13,127.0,43.88,2025-04-16,2025-08-22,True
RIVN,RIVN,Business description unavailable.,USD,19.59,19.59,2025-12-30,10.61,2025-03-13,34.1,172.01,2021-11-16,8.4,2024-04-15,95.1,44963550,0.0493,2024-05-14,29.0,2025-05-02,50.0,11.15,2025-04-21,2025-05-12,True
PAAS,PAAS,Business description unavailable.,USD,52.69,52.69,2025-12-30,19.77,2024-12-30,34.1,55.39,2025-12-26,,,,6370310,0.0361,,,2025-03-17,77.0,22.51,2025-05-14,2025-06-17,True
LCII,LCII,Business description unavailable.,USD,122.89,122.89,2025-12-30,72.56,2025-04-08,34.1,137.41,2021-12-06,72.56,2025-04-08,47.2,260320,0.0206,2025-07-02,85.0,2025-07-02,85.0,73.01,2025-04-16,2025-07-02,True
COLL,COLL,Business description unavailable.,USD,47.13,47.13,2025-12-30,24.67,2025-04-10,34.0,49.84,2025-12-26,,,,509403,0.0237,,,2025-07-09,90.0,25.99,2025-04-23,2025-08-08,True
TBBB,TBBB,Business description unavailable.,USD,33.46,33.46,2025-12-30,24.1,2025-03-10,33.9,35.1,2025-12-22,33.46,2025-12-30,4.7,691450,0.0278,,,2025-11-20,255.0,24.12,2025-10-08,2025-11-20,True
TRVI,TRVI,Business description unavailable.,USD,12.56,12.56,2025-12-30,3.56,2025-01-21,33.6,14.17,2025-12-10,12.11,2025-12-17,14.5,2155823,0.0364,,,2025-02-20,30.0,5.47,2025-06-30,2025-07-23,True
FLS,FLS,Business description unavailable.,USD,70.16,70.16,2025-12-30,39.06,2025-04-08,33.4,73.26,2025-12-11,69.0,2025-12-17,5.8,1285113,0.0378,,,2025-05-13,35.0,40.04,2025-04-21,2025-06-27,True
DAWN,DAWN,Business description unavailable.,USD,9.18,9.18,2025-12-30,5.8,2025-08-06,33.4,27.92,2021-09-01,5.72,2022-05-27,79.5,2661213,0.0539,2022-06-13,17.0,2025-08-27,21.0,5.8,2025-08-06,2025-08-27,True
